PROJECT_ID,PROJECT_NAME,PROJECT_DESCRIPTION,ESTIMATED_COST,UPDATE_ACTIVITY,ENVIRONMENTAL_ASSESSMENT_STAGE,CONSTRUCTION_TYPE,CONSTRUCTION_SUBTYPE,PROJECT_TYPE,REGION,MUNICIPALITY,DEVELOPER,ARCHITECT,PROJECT_STATUS,PROJECT_STAGE,PROJECT_CATEGORY_NAME,PUBLIC_FUNDING_IND,PROVINCIAL_FUNDING,FEDERAL_FUNDING,MUNICIPAL_FUNDING,OTHER_PUBLIC_FUNDING,GREEN_BUILDING_IND,GREEN_BUILDING_DESC,CLEAN_ENERGY_IND,INDIGENOUS_IND,INDIGENOUS_NAMES,INDIGENOUS_AGREEMENT,CONSTRUCTION_JOBS,OPERATING_JOBS,STANDARDIZED_START_DATE,STANDARDIZED_COMPLETION_DATE,LATITUDE,LONGITUDE,LATITUDE_DMS,LONGITUDE_DMS,TELEPHONE,PROJECT_WEBSITE,FIRST_ENTRY_DATE,LAST_UPDATE
4819,2nd Grandview Heights Secondary,Site acquisition (2.73 hectares) for future 1500 capacity secondary.,44.0,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Surrey,School District 36,,Proposed,,Public Services,True,True,False,False,False,False,,False,False,,,,,,,,,,,(604) 596-7733,,2024-09-01,2025-03-01
4812,Exeter Hall Condominium,Proposed 218-unit condominium located at Ross Drive and Gray Ave.,40.0,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,Polygon Homes,,Proposed,Tender/Preconstruction,Residential/Commercial,False,False,False,False,False,False,,False,False,,,,,,,,,,,(604) 877-1131,,2024-09-01,2025-03-01
4810,Affordable Housing - 225 2nd St. E.,Construction of a 178-unit condominium on a pre-zoned site. Project will include below market units through the BC Builds program.,35.0,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,North Vancouver,BC Housing,,Proposed,Permitting,Residential/Commercial,True,True,False,False,False,False,,False,False,,,,,,,49.31076,-123.074229,49° 18' 38.736'' N,123° 4' 27.2244'' W,,,2024-09-01,2025-03-01
4804,Affordable Housing - 27200 Block of Fraser Hwy.,Construction of a 100-unit condominium on a pre-zoned site. Project will include below market units through the BC Builds program.,20.0,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Langley,BC Housing/ Caliber Communities,,Proposed,Preliminary/Feasibility,Residential/Commercial,True,True,False,False,False,False,,False,False,,,,,,,,,,,,,2024-09-01,2025-03-01
4809,Affordable Housing - 1210 Seymour St.,Construction of a 112-unit condominium on a pre-zoned site. Project will include below market units through the BC Builds program.,20.0,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,BC Housing,,Proposed,Permitting,Residential/Commercial,True,True,False,False,False,False,,False,False,,,,,,,49.276033,-123.125368,49° 16' 33.7188'' N,123° 7' 31.3248'' W,,,2024-09-01,2025-03-01
4815,Mayfair West,"Proposed 1,149 condominium in a phased development located at 5507 Willow St.",200.0,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,Grosvenor/ Transca/ Modern Green Canada,,Proposed,Consultation/Approvals,Residential/Commercial,False,False,False,False,False,False,,False,False,,,,,,,49.235577,-123.124223,49° 14' 8.0772'' N,123° 7' 27.2028'' W,(415) 434-0175,,2024-09-01,2025-03-01
4803,Affordable Housing - 7883 199 St.,Construction of a 160-unit condominium on a pre-zoned site. Project will include below market units through the BC Builds program.,30.0,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Langley,BC Housing/ Edgar Development and Orion Construction,,Proposed,Preliminary/Feasibility,Residential/Commercial,True,True,False,False,False,False,,False,False,,,,,,,49.145662,-122.672535,49° 8' 44.3832'' N,122° 40' 21.126'' W,,,2024-09-01,2025-03-01
4802,Affordable Housing - 20230 72B Ave,Construction of a 110-unit condominium on a pre-zoned site. Project will include below market units through the BC Builds program.,20.0,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Langley,BC Housing/ Caliber Communities,,Proposed,Preliminary/Feasibility,Residential/Commercial,True,True,False,False,False,False,,False,False,,,,,,,49.134363,-122.660774,49° 8' 3.7068'' N,122° 39' 38.7864'' W,,,2024-09-01,2025-03-01
4745,UBC - Okanagan Master of Physical Therapy & Occupational Therapy (MPT-MOT) Expansion,Project to expand the of physical therapy and occupational therapy departments of the faculty of medicine.,33.0,,,Institutional,Education,Educational Services,3. Thompson-Okanagan,Kelowna,University of British Columbia,,Proposed,,Public Services,True,True,False,False,True,False,,False,False,,,,,,,,,,,,,2024-06-01,2025-03-01
4746,UBC - Okanagan Centre for Climate Resiliency,"Proposed facility for inter-disciplinary research that includes energy production, efficient building technology and low carbon transportation.",20.0,,,Institutional,Education,Educational Services,3. Thompson-Okanagan,Kelowna,University of British Columbia,,Proposed,Preliminary/Feasibility,Public Services,True,False,False,False,True,True,LEED gold,False,False,,,,,,,,,,,,,2024-06-01,2025-03-01
4772,Finestra Townhouses,Proposed development of 123 townhomes located at 1788 168 St.,20.0,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Surrey,MetroVan,Ankenman Marchand Architects,Proposed,,Residential/Commercial,False,False,False,False,False,False,,False,False,,,,,,,49.034497,-122.756352,49° 2' 4.1892'' N,122° 45' 22.8672'' W,(604) 270-8855,,2024-06-01,2025-03-01
4777,King George Boulevard Rental Tower,Proposed development of a 41-storey rental tower will include commercial space in a 5-storey podium.,40.0,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Surrey,Appelt Properties,,Proposed,Consultation/Approvals,Residential/Commercial,False,False,False,False,False,False,,False,False,,,,,,,49.17552,-122.858244,49° 10' 31.872'' N,122° 51' 29.6784'' W,(250) 980-3577,,2024-06-01,2025-03-01
4771,Impressions Highrise Condominium,Proposed 540-unit development in a highrise condominium located at 3355 North Rd.,80.0,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Burnaby,ONNI Group,,Proposed,Consultation/Approvals,Residential/Commercial,False,False,False,False,False,False,,False,False,,,,,,,49.253867,-122.893661,49° 15' 13.9212'' N,122° 53' 37.1796'' W,(604) 602-7711,,2024-06-01,2025-03-01
4768,Forsyth Road Elementary,Proposed school addition to increase capacity from 340 students to 680 students.,24.0,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Surrey,School District 36,,Proposed,Consultation/Approvals,Public Services,True,True,False,False,False,False,,False,False,,,,,,,,,,,(604) 596-7733,,2024-06-01,2025-03-01
4729,Joyce Street Condominium,Proposed 102-unit development in a 12-storey condominium over a podium located at 4902 Joyce St.,20.0,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,Wanson Group,,Proposed,Tender/Preconstruction,Residential/Commercial,False,False,False,False,False,False,,False,False,,,,,,,49.239745,-123.029983,49° 14' 23.082'' N,123° 1' 47.9388'' W,(604) 730-8959,,2024-03-01,2025-03-01
4703,R.E. Mountain Secondary School Addition,Proposed addition to the secondary school is in preliminary phases.,,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Langley,School District 35,,Proposed,Preliminary/Feasibility,Public Services,False,False,False,False,False,False,,False,False,,,,,,,,,,,(604) 534-7891,,2024-03-01,2025-03-01
4704,Conseil Scolaire Francophone de la Colombie-Britannique,Proposed development of a new kindergarten to Grade 6 elementary school. Project will include a Neighbourhood Learning Centre.,41.0,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Burnaby,School District 93 (Conseil Scolaire Francophone),,Proposed,Preliminary/Feasibility,Public Services,True,True,False,False,False,True,LEED gold,False,False,,,,,,,,,,,(604) 214-2601,,2024-03-01,2025-03-01
4701,Grandview Heights Secondary Addition,Proposed addition to the Grandview Heights Secondary School is in preliminary phases.,,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Surrey,School District 36,,Proposed,Preliminary/Feasibility,Public Services,True,True,False,False,False,False,,False,False,,,,,,,,,,,(604) 596-7733,,2024-03-01,2025-03-01
4702,Darts Hill Elementary,Proposed new elementary school is in the preliminary phases.,,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Surrey,School District 36,,Proposed,Preliminary/Feasibility,Public Services,True,True,False,False,False,False,,False,False,,,,,,,,,,,(604) 596-7733,,2024-03-01,2025-03-01
4719,McKenzie Avenue Condominiums,Development of a 6-storey rental building with commercial space at ground level.,20.0,,,Residential,Primarily residential - Single use,Residential,1. Vancouver Island/Coast,Saanich,Nicola Wealth,,Proposed,Consultation/Approvals,Residential/Commercial,False,False,False,False,False,False,,False,False,,,,,,,48.468395,-123.333992,48° 28' 6.222'' N,123° 20' 2.3712'' W,(250) 744-5341 (Saanich Municipality),,2024-03-01,2025-03-01
4718,The Mandarin Condominium,Proposed development of a 6-story condominium with underground parking.,20.0,,,Residential,Primarily residential - Single use,Residential,1. Vancouver Island/Coast,Saanich,Everise Developments,,Proposed,Consultation/Approvals,Residential/Commercial,False,False,False,False,False,False,,False,False,,,,,,,48.471939,-123.332266,48° 28' 18.9804'' N,123° 19' 56.1576'' W,(250) 744-5341 (Saanich Municipality),,2024-03-01,2025-03-01
4716,Shelbourne Street Residential Development,Proposed residential development in a 6-storey condominium and adjacent townhomes.,22.0,,,Residential,Primarily residential - Single use,Residential,1. Vancouver Island/Coast,Saanich,Abstract Developments Inc.,,Proposed,Tender/Preconstruction,Residential/Commercial,False,False,False,False,False,False,,False,False,,,,,,,48.453661,-123.332599,48° 27' 13.1796'' N,123° 19' 57.3564'' W,(250) 883-5579,,2024-03-01,2025-03-01
4714,Burnaby Transit Centre,"Improvements to the Burnaby Transit Centre (BTC), an operations and maintenance facility will expand the BTC’s maintenance and storage capacity to support up to 130 additional buses.",44.0,,,Infrastructure,Roads & Highways,Transportation,2. Mainland/Southwest,Burnaby,Translink,,Proposed,,Transportation & Warehousing,True,True,True,False,False,False,,False,False,,,,,,,49.272783,-123.020802,49° 16' 22.0188'' N,123° 1' 14.8872'' W,(604) 453-4500,,2024-03-01,2025-03-01
4725,Ironwood Condominium,Proposed 428-unit development in a 44-storey condominium located at 617 Tyndall St.,80.0,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Coquitlam,Qualex-Landmark Developments Inc.,,Proposed,Consultation/Approvals,Residential/Commercial,False,False,False,False,False,False,,False,False,,,,,,,49.263676,-122.892025,49° 15' 49.2336'' N,122° 53' 31.29'' W,(604) 683-5152,,2024-03-01,2025-03-01
4721,Torquay Drive Condominiums,Proposed 90-unit development in a 5-storey condominium located on Torquay Drive and Shelbourne St. Rezoning required.,20.0,,,Residential,Primarily residential - Single use,Residential,1. Vancouver Island/Coast,Saanich,,Number 10 Architecture,Proposed,Consultation/Approvals,Residential/Commercial,False,False,False,False,False,False,,False,False,,,,,,,48.47711,-123.33419,48° 28' 37.596'' N,123° 20' 3.084'' W,(250) 744-5341 (Saanich Municipality),,2024-03-01,2025-03-01
4736,Deltita Gardens Condominium,Proposed 225-unit development in a 5-storey condominium with commercial at ground level located at 8507 120 St.,45.0,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Delta,Headwater Projects,,Proposed,Tender/Preconstruction,Residential/Commercial,False,False,False,False,False,False,,False,False,,,,,,,49.158053,-122.891607,49° 9' 28.9908'' N,122° 53' 29.7852'' W,(604) 899-2020,,2024-03-01,2025-03-01
4720,Government Street Condominium,Proposed development of a 6-storey rental building with retail space at the ground level.,20.0,,,Residential,Primarily residential - Single use,Residential,1. Vancouver Island/Coast,Victoria,Nicola Wealth,,Proposed,Consultation/Approvals,Residential/Commercial,False,False,False,False,False,False,,False,False,,,,,,,48.430785,-123.366765,48° 25' 50.826'' N,123° 22' 0.354'' W,(250) 361-0382 (Victoria City),,2024-03-01,2025-03-01
4700,Edition Condominium,Proposed 109-unit development in an 18-storey condominium located at 1116 Pendrell St.,20.0,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,Skyllen Pacific,,Proposed,Consultation/Approvals,Residential/Commercial,False,False,False,False,False,False,,False,False,,,,,,,49.281264,-123.131021,49° 16' 52.5504'' N,123° 7' 51.6756'' W,(604) 629-8402,,2023-12-01,2025-03-01
4679,McBride Street Roundabout,Construction of a roundabout at Hwy 16 at McBride St. and 2nd Ave.,18.0,,,Infrastructure,Roads & Highways,Transportation,6. North Coast,Prince Rupert,BC Ministry of Transportation and Transit,,Proposed,Tender/Preconstruction,Transportation & Warehousing,True,True,False,False,False,False,,False,False,,,,,2025-Q2,,,,,,,,2023-12-01,2025-03-01
4691,Dewdney Trunk Road Condominium,Proposed 127-unit condominium in a 5-storey development located at 22904 Dewdney Trunk Rd.,22.0,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Maple Ridge,Brimming Development,Billard Architecture Inc.,Proposed,Consultation/Approvals,Residential/Commercial,False,False,False,False,False,False,,False,False,,,,,,,49.220022,-122.587509,49° 13' 12.0792'' N,122° 35' 15.0324'' W,(604) 737-1777,,2023-12-01,2025-03-01
4692,Kora by Strand,Development of 322 condominium units in a 35-storey tower located at 648 Gardena Drive.,58.0,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Coquitlam,Strand Developments,Ciccozzi Architecture,Proposed,Tender/Preconstruction,Residential/Commercial,False,False,False,False,False,False,,False,False,,,,,,,49.26589,-122.888864,49° 15' 57.204'' N,122° 53' 19.9104'' W,(604) 262-9800,,2023-12-01,2025-03-01
4693,Park and Fourth Condominium,Proposed 168-unit townhouse development located at 560 Fourth St. Rezoning required.,26.0,,,Residential,Primarily residential - Single use,Residential,1. Vancouver Island/Coast,Nanaimo,Strand Developments,Ciccozzi Architecture,Proposed,,Residential/Commercial,False,False,False,False,False,False,,False,False,,,,,,,49.159552,-123.957411,49° 9' 34.3872'' N,123° 57' 26.6796'' W,(604) 262-9800,,2023-12-01,2025-03-01
4694,Rosser Ave Condominium,Proposed 442-unit development of a 61-storey condominium at 2211 Rosser Ave.,68.0,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Burnaby,Amacon Development Corp.,,Proposed,Consultation/Approvals,Residential/Commercial,False,False,False,False,False,False,,False,False,,,,,,,49.263808,-123.006366,49° 15' 49.7088'' N,123° 0' 22.9176'' W,(604) 602-7700,,2023-12-01,2025-03-01
4673,Fraser Street Condominium,Proposed 110-unit development of a 15-storey rental condominium with retail space on the ground floor. Includes below market units under the Moderate Income Rental Housing Pilot Program (MIRHPP).,24.0,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,Anthem Properties,,Proposed,Consultation/Approvals,Residential/Commercial,True,False,False,True,False,False,,False,False,,,,,,,49.255689,-123.090376,49° 15' 20.4804'' N,123° 5' 25.3536'' W,,,2023-12-01,2025-03-01
4642,Confederation Park Community Centre,"New community centre  located at Willingdon Ave and Albert St. Project will include a running track, fitness centre and outdoor public plaza. It will be integrated with the adjacent McGill Library and Eileen Daily Leisure Pool.",117.0,,,Commercial,Recreation,"Arts, Entertainment & Recreation",2. Mainland/Southwest,Burnaby,City of Burnaby,Revery Architecture,Proposed,Consultation/Approvals,Other Services,True,False,False,True,False,False,,False,False,,,,,,,,,,,,,2023-09-01,2025-03-01
4666,Partington Creek Townhomes,Proposed 148-unit townhouse development located at 3680 Victoria Drive.,28.0,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Coquitlam,Polygon Homes,,Proposed,Consultation/Approvals,Residential/Commercial,False,False,False,False,False,False,,False,False,,,,,,,49.294159,-122.722683,49° 17' 38.9724'' N,122° 43' 21.6588'' W,(604) 877-1131,,2023-09-01,2025-03-01
4668,Kadence Highrise Condominium,Proposed development of a 136-unit condominium in a 25-storey highrise located at 1175 Pipeline Rd.,35.0,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Coquitlam,Ledingham McAllister Ltd.,,Proposed,Consultation/Approvals,Residential/Commercial,False,False,False,False,False,False,,False,False,,,,,,,49.282664,-122.785928,49° 16' 57.5904'' N,122° 47' 9.3408'' W,(604) 662-3700,,2023-09-01,2025-03-01
4628,Forest Edge Condominium,Proposed 87-unit condominium in a 6-storey development.,20.0,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,Holborn Group,Arno Matis Architecture,Proposed,Tender/Preconstruction,Residential/Commercial,False,False,False,False,False,False,,False,False,,,,,,,49.24334,-123.103975,49° 14' 36.024'' N,123° 6' 14.31'' W,(604) 688-8387,,2023-06-01,2025-03-01
4629,Gilley Road Condominiums,Proposed 197-unit development in 4-storey lowrise condominiums.,22.0,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Richmond,Maskeen Development,,Proposed,Consultation/Approvals,Residential/Commercial,False,False,False,False,False,False,,False,False,,,,,,,49.177344,-122.965922,49° 10' 38.4384'' N,122° 57' 57.3192'' W,(604) 502-9096,,2023-06-01,2025-03-01
4630,Columbia Square Development,"Proposed 2,400-unit development will include office and retail space. Located on a 7.1 acre site near the New West skytrain station, the project will include green space, 300 rental units and 300 affordable housing units. In early stages.",,,,Residential,Primarily residential - Single use,Residential/Commercial/Retail,2. Mainland/Southwest,New Westminster,EDGAR Development,MCMP Architects,Proposed,Preliminary/Feasibility,Residential/Commercial,False,False,False,False,False,False,,False,False,,,,,,,49.20109,-122.917711,49° 12' 3.924'' N,122° 55' 3.7596'' W,(604) 558-3380,,2023-06-01,2025-03-01
